pmid,first_affiliation_short,country,region
41626985,"Department of Emergency and Critical Care Medicine, Chiba University Graduate School of Medicine, Chiba, Japan.",Japan,East Asia
37245342,"Department of Radiology, Weill Cornell Medical College, 525 E 68th St Box 141, New York, NY 10021, United States.",USA,North America
39460384,"School of Nursing, University of Minnesota Twin Cities, Minneapolis, MN, USA.",USA,North America
35070483,"Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI, USA.",USA,North America
41107871,"School of Psychology, Shandong Second Medical University, No. 7166 Baotong West Street, Weicheng District, Weifang City, Shandong Province, 261053, China.",China,East Asia
34101855,"Gordon Center of Medical Imaging, Massachusetts General Hospital, Boston, Massachusetts, USA.",USA,North America
41976785,"Nassau University Medical Center, East Meadow, NY 11554, USA.",USA,North America
36043611,"Peter MacCallum Cancer Centre, The University of Melbourne, Melbourne, Australia.",Australia,Latin America / Oceania
33990429,"Ethics and Philosophy Lab, Cluster of Excellence ""Machine Learning: New Perspectives for Science"", University of Tübingen, Tübingen D-72076, Germany thomas.grote@uni-tuebingen.de.",Germany,Western Europe
40833187,"City St. George's University of London, School of Medicine, Program Delivered by University of Nicosia at the Chaim Sheba Medical Center, Ramat Gan, Israel.",Israel,Middle East / North Africa
38244419,"Department of Neurosurgery, Children's Hospital of Chongqing Medical University, National Clinical Research Center for Child Health and Disorders, Ministry of Education Key Laboratory of Child Develop",China,East Asia
34431545,"Department of Internal Medicine, Gangnam Severance Hospital, Yonsei University College of Medicine, Seoul, South Korea.",South Korea,East Asia
33146848,"Department of Ophthalmology, Ninth People's Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China.",China,East Asia
41330654,"Faculty of Nursing, Al-Zaytoonah University of Jordan, Amman, Jordan.",Jordan,Middle East / North Africa
38941622,"From the Department of Orthopaedics, Denver Health Medical Center, University of Colorado School of Medicine, Denver, CO.",USA,North America
41653525,"Department of Computer Information Systems, Thomas More University, United States. Electronic address: rahmanm@thomasmore.edu.",USA,North America
38360516,"Department of Cancer and Surgery, Imperial College London, UK. Electronic address: jackross@nhs.net.",United Kingdom,Western Europe
40893044,"Division of Medicinal Chemistry, Leiden Academic Centre for Drug Research, Leiden University, Einsteinweg 55, Leiden 2333CC, the Netherlands.",Netherlands,Western Europe
35901189,"Swift Medical Inc., Toronto, ON, Canada.",Canada,North America
38081766,"Department of Biomedical Informatics, Vagelos College of Physicians and Surgeons, Columbia University, New York, New York, USA ted@shortliffe.net.",USA,North America
40584716,"Department of Specific Discipline, Faculty of Midwifery and Nursing, University of Medicine and Pharmacy ""Carol Davila"", Bucharest, Romania.",Romania,Eastern Europe
33227719,"Department of Medical Physics, University of Wisconsin-Madison, Madison WI, United States of America.",USA,North America
40372452,"Department of Urology, Defne State Hospital, Hatay, 31000, Turkey. drtunahanates0101@gmail.com.",Turkey,Middle East / North Africa
41225986,"Thyroid Unit, Clinic for Endocrinology and Diabetology, Ente Ospedaliero Cantonale, 6500 Bellinzona, Switzerland.",Switzerland,Western Europe
39097367,"Comité Evaluador de Actividades Docentes (CEAD), Sociedad Española de Farmacia Hospitalaria (SEFH), Madrid, España. Electronic address: anamariac.c@hotmail.com.",Spain,Western Europe
40750271,,,Unknown
40318520,"Universitas Ahmad Dahlan, Indonesia. Electronic address: dani.fadillah@comm.uad.ac.id.",Indonesia,South/Southeast Asia
40477078,"Swinburne University of Technology, Melbourne, VIC 3122 Australia.",Australia,Latin America / Oceania
37612673,"Division of Paediatric Dentistry and Orthodontics, Faculty of Dentistry, the University of Hong Kong, Prince Philip Dental Hospital, No.34 Hospital Road, Hong Kong SAR, China.",Hong Kong,East Asia
40132137,"Jerusalem College of Technology, Jerusalem, Israel.",Israel,Middle East / North Africa
37470174,"Division of Trauma, Emergency General Surgery and Surgical Critical Care, Massachusetts General Hospital, Boston, MA.",USA,North America
34070958,"Department of General Internal Medicine, Nagano Chuo Hospital, Nagano 380-0814, Japan.",Japan,East Asia
40796209,"Department of Gastroenterology, Addenbrooke's Hospital, Cambridge University Hospitals NHS Foundation Trust, Cambridge, United Kingdom.",United Kingdom,Western Europe
40587361,,,Unknown
38955364,"Health O&T, Seoul, Korea.",South Korea,East Asia
33599203,"Department of Neurology, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Western Europe
40199518,"Department of Pediatrics, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.",USA,North America
40780090,"University of North Carolina at Chapel Hill, School of Nursing, Chapel Hill, NC. Electronic address: joshua_barrett@kenan-flagler.unc.edu.",USA,North America
41484044,"Department of Otorhinolaryngology, Audiology Unit, Kocaeli University Faculty of Medicine, Kocaeli, Turkey. Electronic address: durgut_merve@hotmail.com.",Turkey,Middle East / North Africa
41814072,"Department of Epidemiology and Biostatistics, University of California San Francisco, San Francisco, CA, USA. yifei.wang@ucsf.edu.",USA,North America
41519120,"Klarman Cell Observatory, Broad Institute of Harvard and MIT, Cambridge, MA, USA. Electronic address: orr@broadinstitute.org.",USA,North America
36932023,"Division of Nuclear Medicine and Molecular Imaging, Geneva University Hospital, CH-1211 Geneva 4, Switzerland.",Switzerland,Western Europe
41118647,"Institute of Linguistics, Academia Sinica, Taipei, Taiwan.",Taiwan,East Asia
38644064,"Clinical Assistant Professor, Department of Restorative Dentistry, College of Dentistry, University of Illinois Chicago, Chicago, Ill.",USA,North America
33866232,"Novartis Foundation, Switzerland. Electronic address: ann.aerts@novartis.com.",Switzerland,Western Europe
38199794,"Education Program in Reproduction and Development, Department of Obstetrics and Gynaecology, School of Clinical Sciences, Monash University, Melbourne, Australia.",Australia,Latin America / Oceania
38531823,"Department of Orthopedic Surgery, Hospital for Special Surgery.",,Unknown
37309153,"Professor Emeritus, School of Nursing, Azusa Pacific University, Azusa, CA, USA.",USA,North America
35086962,"Department of Neurosurgery, Icahn School of Medicine at Mount Sinai, New York, New York, USA stavros.matsoukas@mountsinai.org.",USA,North America
40611396,"The Nethersole School of Nursing, The Chinese University of Hong Kong, Hong Kong SAR, China.",Hong Kong,East Asia
40297632,"Department of Orthopedic Surgery, Hospital for Special Surgery, New York, NY, USA.",USA,North America
40002833,"Department of Ophthalmology, Chang Gung Memorial Hospital, Linkou, Taoyuan 333, Taiwan.",Taiwan,East Asia
40598322,"Adult Health Nursing. RAK College of Nursing, RAK Medical and Health Sciences University, Al Qusaidat, Near RAK Hospital, PO Box: 11172, Ras Al-Khaimah, UAE. mona@rakmhsu.ac.ae.",UAE,Middle East / North Africa
41182139,"Associate professor of law and the Richard W. and Marie L. Corman Scholar at the College of Law, as well as an associate professor at the European Union Center, at the University of Illinois Urbana-Ch",USA,North America
41233108,"Department of Anesthesiology, University of Virginia, Charlottesville, VA, USA. Electronic address: melissa.byrne@uvahealth.org.",USA,North America
40275334,"Department of Biomedical Informatics, Yong Loo Lin School of Medicine, National University of Singapore C/O NUHS Tower Block, Level 8, 1E Kent Ridge Road, Singapore, 119228, Singapore. chewboonhow@upm",Singapore,East Asia
35737491,Columbia University.,,Unknown
41238746,"Chicago Medical School, Rosalind Franklin University of Medicine and Science, North Chicago, IL, USA.",USA,North America
40355854,"The Center for Psychobiological Research, Department of Psychology and Educational Counseling, Max Stern Yezreel Valley College, Yezreel Valley, Israel. dorith@yvc.ac.il.",Israel,Middle East / North Africa
41118162,"Yonsei University College of Medicine, Seoul, South Korea.",South Korea,East Asia
40744827,"Interventional Cardiology, MedStar Washington Hospital Center, Washington, DC, USA. Electronic address: pablo.rubio@medstar.net.",USA,North America
40772773,"From the KidSIM Simulation Program (A.C.), Alberta Children's Hospital, Departments of Pediatrics and Emergency Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada; D",Canada,North America
40152900,"Latner Thoracic Research Laboratories, Toronto General Hospital Research Institute, University Health Network.",,Unknown
33940691,"Department of Neurosurgery, Computational Neurosciences Outcomes Center, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA; Faculty of Medicine, Erasmus University Rotte",Netherlands,Western Europe
38337352,"Stanford University School of Medicine, Stanford University, Stanford, CA 94304, USA.",USA,North America
39593805,"Department of Biomedical Sciences, City University of Hong Kong, Hong Kong, China.",Hong Kong,East Asia
40663112,"Department of Clinical Laboratory, Peking Union Medical College Hospital, Beijing, 100730, China.",China,East Asia
34007130,"Division of Gastroenterology and Hepatology, Stanford University School of Medicine, Redwood City, CA 94063, United States. jgubatan@stanford.edu.",USA,North America
39826879,"Department of Internal Medicine, Seth GS Medical College and KEM Hospital, Mumbai, India; Department of Critical Care Medicine, Alchemist Hospitals, Panchkula, India.",India,South/Southeast Asia
37572443,"Department of Biomedical Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates.",UAE,Middle East / North Africa
40771801,"Department of Interventional Therapy, Zuanshiwan Campus, The Second Hospital of Dalian Medical University, Dalian, Liaoning, China.",China,East Asia
37641457,"Catholic University of Sacred Heart, Hematology Service, Rome, Italy.",Italy,Western Europe
38667736,"Department of Cardiovascular Medicine, Mayo Clinic, Phoenix, AZ 85054, USA.",USA,North America
41357426,"School of Medicine, University of Zagreb, Zagreb, Croatia.",Croatia,Eastern Europe
40578211,"College of Graduate Nursing, Western University of Health Sciences, Pomona, California. Electronic address: garciag@westernu.edu.",USA,North America
38867035,"Department of Diagnostic and Interventional Radiology, Tuebingen University Hospital, Hoppe-Seyler-Straße 3, 72076, Tuebingen, Germany. reza.dehdab@med.uni-tuebingen.de.",Germany,Western Europe
39875475,"Department of Biomedical Informatics, Vanderbilt University School of Medicine, Vanderbilt University Medical Center, 2525 West End Avenue, Suite 1500, Nashville, TN, 37232, USA. adi.bejan@vanderbilt.",USA,North America
33860829,"Cancer Imaging, School of Biomedical Engineering and Imaging Sciences, King's College London, 5th floor, Becket House, 1 Lambeth Palace Road, London, SE1 7EU, UK. robert.1.oshea@kcl.ac.uk.",United Kingdom,Western Europe
41486037,"Division of Interventional Radiology and Image-Guided Medicine, Department of Radiology and Imaging Science, Emory University School of Medicine, Atlanta, Georgia (S.U.N., H.L., J.T.M., E.P., Z.L.B., ",USA,North America
41357310,"Faculty of Medicine, University of Ottawa, Ottawa, ON, Canada.",Canada,North America
39056554,"Dentofacial Deformities Research Center, Research Institute of Dental Sciences, Shahid Beheshti University of Medical Sciences, Tehran, Iran.",Iran,Middle East / North Africa
38869157,"The First Hospital of China Medical University, Shenyang, China.",China,East Asia
42073581,"Otolaryngology/Head and Neck Section, Department of Surgery, Ministry of the National Guard-Health Affairs, Jeddah 22384, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
39061677,"Department of Radiology, Juntendo University Graduate School of Medicine, Tokyo 113-8421, Japan.",Japan,East Asia
41035039,"Department of Clinical-Surgical, Diagnostic and Pediatric Sciences, University of Pavia, Pavia, Italy.",Italy,Western Europe
39863342,"Department of Orthodontics, Faculty of Dentistry, Muğla Sıtkı Koçman University, Muğla, Turkey. Electronic address: ebruege2012@gmail.com.",Turkey,Middle East / North Africa
38278153,"Department of Public Health, University of Copenhagen, Copenhagen, Denmark.",Denmark,Western Europe
37753530,"Department of Neurosurgery, Xuanwu Hospital, Capital Medical University, Beijing, China.",China,East Asia
41905601,"Department of Radiation Oncology, Shuang Ho Hospital, Taipei Medical University, New Taipei City, Taiwan; Department of Biomedical Imaging and Radiological Sciences, National Yang Ming Chiao Tung Univ",Taiwan,East Asia
39431952,"Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California, USA.",USA,North America
40908574,"Viterbi Family Department of Ophthalmology, Shiley Eye Institute, University of California San Diego, San Diego, California, USA.",USA,North America
37741773,"Department of Neurology, Stanford University School of Medicine, Palo Alto, CA, United States of America. Electronic address: Kgaletta@stanford.edu.",USA,North America
41738015,"Department of Orthopedic Surgery, The First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, 310000, China.",China,East Asia
41038934,"School of Computer Science Engineering (SCOPE), Vellore Institute of Technology (VIT), Chennai, 600 127, Tamil Nadu, India. nivethitha.v@vit.ac.in.",India,South/Southeast Asia
37621563,"Guangdong Provincial Key Laboratory of Traditional Chinese Medicine Information Technology, Jinan University, Guangzhou, China.",China,East Asia
40536801,"Research Group Critical Information Infrastructures, Institute of Applied Informatics and Formal Description Methods, Karlsruhe Institute of Technology, Karlsruhe, Germany.",Germany,Western Europe
38215713,"From the Department of Anesthesiology Pain and Perioperative Medicine, Icahn School of Medicine at Mount Sinai, New York, New York.",USA,North America
41470773,"Department of Surgery, Oncology, Gastroenterology, University of Padua, 35128 Padua, Italy.",Italy,Western Europe
38245845,"Department of Pathology and Laboratory Medicine, Weill Cornell Medical College, New York, New York, USA.",USA,North America
38514657,"University College London Interaction Centre (UCLIC), UCL, London, UK. josie.carmichael.20@ucl.ac.uk.",United Kingdom,Western Europe
39076632,"Department of Cardiology, Fiona Stanley Hospital, WA 6150 Murdoch, Australia.",Australia,Latin America / Oceania
39941663,"Department of Surgery, Rutgers University-NJMS, Newark, NJ 07103, USA.",USA,North America
41306429,"Department of Orthopedics, The First People's Hospital of Lianyungang, Lianyungang, Jiangsu, People's Republic of China.",China,East Asia
41955525,"Department of Pediatrics, College of Medicine, The University of Tennessee Health Science Center-Oak Ridge National Laboratory Center for Biomedical Informatics, 50 N Dunlap, 492R, Memphis, TN, 38103,",USA,North America
40290511,"GSK, 410 Blackwell Street, Durham, NC 27701, USA.",USA,North America
41364426,"Department of Bioengineering, University of California, Berkeley, Berkeley, California.",USA,North America
39557634,"Division of Medical AI Research and Development, National Cancer Center Research Institute, Tokyo, Japan.",Japan,East Asia
34999668,"From the Department of Radiology, Osaka University Graduate School of Medicine.",,Unknown
41330604,"Abbey Medical Centre, London, UK.",United Kingdom,Western Europe
38337594,"Department of Plastic and Reconstructive Surgery, Frankston Hospital, Peninsula Health, Frankston, VIC 3199, Australia.",Australia,Latin America / Oceania
41335521,"Department of Neurosurgery, BG Klinikum Unfallkrankenhaus Berlin, Berlin, Germany.",Germany,Western Europe
40633727,"Centre for Health Economics, Monash Business School, Monash University, Australia. Electronic address: vinh.vo@monash.edu.",Australia,Latin America / Oceania
40912058,"Department of Dermatology, University medical Center Heidelberg, Germany. Electronic address: anastasia.vollmer@med.uni-heidelberg.de.",Germany,Western Europe
35101643,"University of Amsterdam, Heart Center; Department of Clinical and Experimental Cardiology, Amsterdam Cardiovascular Sciences, Meibergdreef 9, Amsterdam, The Netherlands; University of Amsterdam, Depar",Netherlands,Western Europe
40811738,"Departement of Otolaryngology-Head and Neck Surgery, Affiliated Hospital of Hangzhou Normal University, No. 126, Wenzhou Road, Hangzhou, 310015, China, 86 15005812373.",China,East Asia
41151221,"Department of Neurosurgery, Fujian Medical University Union Hospital, Fuzhou, Fujian 350001, China. Electronic address: lsc@fjmu.edu.cn.",China,East Asia
34387227,"Department of Radiology and Radiological Science, Division of Cardiovascular Imaging, Medical University of South Carolina, Charleston, SC.",USA,North America
40832621,"Department of Urology, The First Affiliated Hospital of Ningbo University, Ningbo, Zhejiang, 315010, People's Republic of China.",China,East Asia
40081168,"Digital Marketing & Analytics, Queen Mary University of London, London, UK. Electronic address: N.hajiheydari@qmul.ac.uk.",United Kingdom,Western Europe
41398449,"Department of Haematology, Tan Tock Seng Hospital, Singapore.",Singapore,East Asia
37410934,"Division of Gastroenterology, Department of Medicine, Duke University School of Medicine, Durham, North Carolina, USA.",USA,North America
39293708,"Floy GmbH, Germany; Department of Medicine II, University Hospital, LMU Munich, Germany. Electronic address: bianca.teodorescu@med.uni-muenchen.de.",Germany,Western Europe
37046431,"Department of Computer and Communication Engineering, Manipal University Jaipur, Dehmi Kalan, Jaipur 303007, Rajasthan, India.",India,South/Southeast Asia
37956346,"Abrazo Health Care, Arizona US.",USA,North America
37830487,"Department of Gastroenterology, Graduate School of Medicine, University of Tokyo, Tokyo, Japan.",Japan,East Asia
41051729,"Data Science Research Division, Information Technology Center, Nagoya University, Furo-cho, Chikusa-ku, 464-8601, Nagoya, Japan. moda@mori.m.is.nagoya-u.ac.jp.",Japan,East Asia
33906020,"Faculty of Health, Arts and Design, School of Health Sciences, Department of Health and Medical Sciences, Swinburne University, John street Hawthorn, Victoria, 3122, Australia. Electronic address: oss",Australia,Latin America / Oceania
37748706,"Department of Pathology and Laboratory Medicine at ECU Health and the Brody School of Medicine, East Carolina University, Greenville, North Carolina. Electronic address: zhouy20@ecu.edu.",USA,North America
34655794,"Lupus Clinic, Reumatologia, Dipartimento di scienze cliniche internistiche, anestesiologiche e cardiovascolari, Sapienza, Università di Roma, Rome, Italy. Electronic address: fulviaceccarelli@gmail.co",Italy,Western Europe
35640917,"Department of Cardiology, CHU Rennes and Inserm, LTSI, University of Rennes, Centre Cardio-Pneumologique, CHU Pontchaillou, Service de Cardiologie et Maladies Vasculaires, 2 Rue Henri le Guilloux, 350",France,Western Europe
41639333,"Department of Surgical Oncology, Faculty of Medicine , Mersin University , Mersin, Turkey. dktrmstfylmz@gmail.com.",Turkey,Middle East / North Africa
38426719,"From the Radiology, Balgrist University Hospital, Zurich, Switzerland (S.B., C.G., R.S., B.F.); Faculty of Medicine, University of Zurich, Zurich, Switzerland (S.B., C.G., R.S., B.F.); and ScanDiags A",Switzerland,Western Europe
35462032,"Cardiovascular Division, Department of Medicine, Beth Israel Deaconess Medical, Harvard Medical School, Boston, MA, USA.",Israel,Middle East / North Africa
38194624,"From the Division of Plastic and Reconstructive Surgery, Massachusetts General Hospital.",USA,North America
41193667,"Department of Biostatistics and Medical Informatics, University of Wisconsin, Madison, USA.",USA,North America
41312451,"Department of Radiology, No. 926 Hospital, Joint Logistics Support Force of PLA, Kaiyuan, Yunnan, 661699, People's Republic of China.",China,East Asia
40273640,"Karadeniz Technical University, School of Medicine, Department of Emergency Medicine, Trabzon, Turkey. Electronic address: drsinanpasli@gmail.com.",Turkey,Middle East / North Africa
41776297,"Centre for Innovation and Precision Eye Health, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Singapore.",Singapore,East Asia
35822644,"Department of Radiology, University of Texas Southwestern Medical Center, 5323 Harry Hines Blvd, Dallas, TX 75390.",USA,North America
37279048,"Department of Neurosurgery, Mount Sinai Health System, New York, NY, United States.",USA,North America
39871619,"Department of Internal Medicine, Meharry Medical College, Nashville, Tennessee, USA.",USA,North America
33674891,"Department of Nuclear Medicine, University of Duisburg-Essen and German Cancer Consortium (DKTK)-University Hospital, Hufelandstraße 55, 45147, Essen, Germany. manuel.weber@uk-essen.de.",Germany,Western Europe
38157771,"Faculté des sciences infirmières, Pavillon Marguerite-d'Youville, C.P. 6128 succ. Centre-ville, Montréal, Québec, H3C 3J7, Canada. Electronic address: alexandre.castonguay.2@umontreal.ca.",Canada,North America
41497197,"Institute of General Practice and Interprofessional Care, University Hospital Tübingen, Tübingen, Germany.",Germany,Western Europe
40537063,"Department of Surgery, Samsung Medical Center, 81 Ilwonro, Seoul, Republic of Korea, 82 1093650277.",South Korea,East Asia
39346584,"Institute of Learning Sciences and Technologies, National Tsing Hua University, Hsinchu, Taiwan.",Taiwan,East Asia
40703166,"Department of Cardiovascular Medicine, The Third Xiangya Hospital, Central South University, Changsha, China.",China,East Asia
41106904,"Advanced Education Program in Endodontics, Department of Endodontics, Henry M. Goldman School of Dental Medicine, Boston University, 635 Albany Street, Suite 200, Boston, MA 02118, USA.",USA,North America
40745489,"Department of Medicine, Farncombe Family Digestive Disease Research Institute, McMaster University, Hamilton, Ontario, Canada.",Canada,North America
41076450,"Department of Physiotherapy and Rehabilitation, Faculty of Health Sciences, Amasya University, Amasya, Türkiye. zelihacelik1@hotmail.com.",Turkey,Middle East / North Africa
39462894,"European Observatory on Health Systems and Policies, London School of Hygiene and Tropical Medicine, London, UK.",United Kingdom,Western Europe
37726551,"Department of Pharmacy, School of Health Sciences, University of Patras, 26504, Patras, Greece.",Greece,Western Europe
39857033,"Department of Medical Surgical Sciences and Translational Medicine, Sapienza-University of Rome, Radiology Unit-Sant'Andrea University Hospital, 00189 Rome, Italy.",Italy,Western Europe
37670704,"Department of Pharmacy, Galgotias University, Greater Noida, Uttar Pradesh, 201310, India.",India,South/Southeast Asia
41455078,"İzmir Bakırçay University, Faculty of Health Sciences, Department of Health Management, İzmir, Turkey.",Turkey,Middle East / North Africa
37422630,"Department of Orthodontics, Stomatological Hospital of Chongqing Medical University, 426#, Songshi North Road, Yubei District, Chongqing, 401147, PR China.",China,East Asia
40686449,"Seyhan State Hospital, Clinic of Radiology, Adana, Türkiye.",Turkey,Middle East / North Africa
33242635,"Hoag Hospital Newport Beach and University of California, 520 Superior Avenue, Suite 325, Newport Beach, Irvine, CA 92663, United States. Electronic address: drdipti@yahoo.com.",USA,North America
40224573,"Division of Gastroenterology, Department of Medicine, McMaster University, Hamilton, ON, L8S 4L8, Canada.",Canada,North America
38279253,"2nd Department of Pathology, ""Attikon"" University Hospital, Medical School, National and Kapodistrian University of Athens, 124 62 Athens, Greece.",Greece,Western Europe
40890735,"Department of Pharmacy, School of Health Sciences, University of Zambia, Lusaka, Zambia.",Zambia,Sub-Saharan Africa
37989373,"Nursing Department, Children's Hospital of Fudan University, Shanghai, China.",China,East Asia
39428414,"Faculty of Dentistry, Department of Orthodontics, İnönü University, Malatya, Turkey. venaroshan@gmail.com.",Turkey,Middle East / North Africa
42047765,"Division of Imaging and Oncology, University Medical Center Utrecht, Heidelberglaan 100, 3584CX, Utrecht, the Netherlands. g.dedonno@umcutrecht.nl.",Netherlands,Western Europe
38513865,"Ecotoxicology Laboratory, REACT Division, CSIR-Indian Institute of Toxicology Research, CRK Campus, Lucknow 226008, Uttar Pradesh, India; Academy of Scientific and Innovative Research (AcSIR), Ghaziab",India,South/Southeast Asia
36905009,"Computer Science Department, Technical University of Cluj-Napoca, 400114 Cluj-Napoca, Romania.",Romania,Eastern Europe
39839016,"Department of Ophthalmology, the Fourth Affiliated Hospital of China Medical University, Shenyang, China.",China,East Asia
39362724,"Division of Gastroenterology and Hepatology, Mayo Clinic, Rochester, MN 55904, USA; Nottingham Digestive Diseases Centre, Translational Medical Sciences, NIHR Nottingham Biomedical Research Centre, No",USA,North America
41984396,"Department of Computer Science and Technology, University of Science and Technology Beijing, Beijing, 100083, China.",China,East Asia
36552729,"Radiology and Diagnostic Imaging Unit, Department of Clinical and Dermatological Research, San Gallicano Dermatological Institute IRCCS, 00144 Rome, Italy.",Italy,Western Europe
38126511,"Department of Otolaryngology, University of Kansas Medical Center, Kansas City, Kansas, U.S.A.",USA,North America
41854185,"Pediatric Department, People's Hospital of Xiangxi Autonomous Prefecture, Ji Shou, China.",China,East Asia
40567963,"Zhaotong First People's Hospital, Zhaotong, China.",China,East Asia
33389425,"Department of Ophthalmology, Clinical Research Center, Henan Eye Hospital, Henan Provincial People's Hospital, Henan Eye Institute, People's Hospital of Zhengzhou University, No.7 Weiwu Road, Jinshui ",China,East Asia
39873040,"Division of Maxillofacial Surgery, Department of Science of Physical Functions, Kyushu Dental University, Kitakyushu, Japan.",Japan,East Asia
41812101,"Central IT Department, Data Integration Center, University Hospital Essen, Essen, Germany.",Germany,Western Europe
34600896,"Department of Radiology and Medical Imaging, University of Virginia Health System, Charlottesville, Virginia.",USA,North America
35469719,"Department of Diagnostic and Interventional Radiology, Hoppe-Seyler-Strasse 3, Eberhard Karls University Tuebingen, 72076 Tuebingen, Germany.",Germany,Western Europe
39632121,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA.",USA,North America
38696177,"Institute of Ophthalmology, University College London, London, United Kingdom.",United Kingdom,Western Europe
33432168,"TeleDx, Santiago, Chile. jtarenasc@teledx.org.",Chile,Latin America / Oceania
36440735,"Department of Theology and Religious Education (DTRE), De La Salle University, 1004 Taft Avenue, Manila, The Philippines.",Philippines,South/Southeast Asia
39561120,"Maccabi Health Services, Israel.",Israel,Middle East / North Africa
40476369,"Department of Biostatistics, Erciyes University School of Medicine, Kayseri, Turkey.",Turkey,Middle East / North Africa
40593923,"School of Public Health, Imperial College London, London, UK. mt5605@imperial.ac.uk.",United Kingdom,Western Europe
40752956,"Division of Trauma, Emergency Surgery, and Surgical Critical Care, Department of Surgery, Massachusetts General Hospital and Harvard Medical School, 165 Cambridge Street, Suite 810, Boston, MA 02114, ",USA,North America
32335539,"Department of Laboratory Medicine, University-Hospital of Padova, Padova, Italy.",Italy,Western Europe
35962888,"Department of Neurosurgery, Mount Sinai Health System, Annenberg Building, Room 20-86, 1468 Madison Ave, New York, NY, 10029, USA. Stavros.matsoukas@mountsinai.org.",USA,North America
41052568,"From the Department of Medical Education (T-W.W.), Taipei Veterans General Hospital, Taipei, Taiwan; School of Medicine (T-W.W., W-T.L., Y-B.C.), National Yang-Ming Chiao Tung University, Taipei, Taiw",USA,North America
40508877,"Department of Pharmacology, College of Pharmacy, King Khalid University, Abha 62521, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
36964044,"The Clatterbridge Cancer Centre NHS Foundation Trust, 65 Pembroke Place, Liverpool L7 8YA, UK. Electronic address: simon.temple@nhs.net.",United Kingdom,Western Europe
41165843,"Institute for Urology and Reproductive Health, Sechenov University, Moscow, Russia.",Russia,Eastern Europe
41771270,"From the Departments of, Surgical and Interventional Sciences.",,Unknown
41852493,"Division of Nephrology and Hypertension, Department of Medicine, Mayo Clinic, Rochester, MN, United States.",USA,North America
41288482,"Digital CRO, Mass General Brigham AI, 399 Revolution Dr, Somerville, MA 02145.",USA,North America
33736499,"Western Michigan University, Kalamazoo, MI, USA.",USA,North America
41464395,"Department of Medicine, Surgery and Pharmacy, University of Sassari, 07100 Sassari, Italy.",Italy,Western Europe
40375332,"Department of Radiotherapy, Peking Union Medical College Hospital, Beijing, 100730, China.",China,East Asia
37905713,"Korea University Anam Hospital, Division of Colon and Rectal Surgery, Department of Surgery, Korea University College of Medicine, Seoul, South Korea.",South Korea,East Asia
41105247,"Department of Biotechnology and Genetic Engineering, Faculty of Science and Arts, Jordan, University of Science and Technology, Irbid, 22110, Jordan. amaldekah15@sci.just.edu.jo.",Jordan,Middle East / North Africa
35687700,"GIBI230 Research Group on Biomedical Imaging, Instituto de Investigación Sanitaria La Fe, Valencia, Spain.",Spain,Western Europe
39600801,"Internal Medicine Department, Jordan University Hospital, Amman, Jordan.",Jordan,Middle East / North Africa
41672646,"The Windreich Department of Artificial Intelligence and Human Health, Mount Sinai Health System, New York, NY, USA; The Hasso Plattner Institute for Digital Health at Mount Sinai, Mount Sinai Health S",USA,North America
41687878,"Mayo Clinic Alix School of Medicine, Rochester, MN, United States. Electronic address: Gharavi.aidin@mayo.edu.",USA,North America
41094642,"Makerere University College of Health Sciences, PO BOX 7062, Kampala, Uganda. nabukenyas89@gmail.com.",Uganda,Sub-Saharan Africa
35149301,"School of Systems and Enterprises, Stevens Institute of Technology, NJ, 07030, Hoboken, USA. Electronic address: achoudh7@stevens.edu.",USA,North America
34711955,"Department of Medical Statistics, Clinical Trials Unit, The First Affiliated Hospital of Sun Yat-sen University, 58 Zhong Shan Er Road, 510080, Guangzhou, China. zhouq49@mail.sysu.edu.cn.",China,East Asia
40955085,"School of Information Studies, Louisiana State University, 223T Peabody Hall, Baton Rouge, LA, 70803, United States, 1 2255787932.",USA,North America
40104869,"Department of Urology, Royal London Hospital, Barts Health NHS Trust, London, UK.",United Kingdom,Western Europe
41871598,"Division of Newborn Medicine, Boston Children's Hospital, Boston, Massachusetts, United States.",USA,North America
39648687,"Dermatology Service, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York City, New York, USA.",USA,North America
41819636,"Fondazione Policlinico Universitario A. Gemelli, IRCCS, Woman, Child and Public Health Department, Roma, Italy; Università Cattolica del Sacro Cuore, Rome, Italy. Electronic address: dott.andrearosati",Italy,Western Europe
40140300,"Internal Medicine, Madras Medical College, Chennai, India.",India,South/Southeast Asia
41079391,"Department of Dermatology, Roswell Park Comprehensive Cancer Center, Buffalo, New York.",USA,North America
