my_label,pmid,year,pub_date,title,abstract,journal,first_author,doi,sjr_quartile,journal_abbr,pub_type,first_affiliation,haiku_label,haiku_conf
application,36040575,2023,2023 Jan,Cooperation between artificial intelligence and endoscopists for diagnosing invasion depth of early gastric cancer.,"BACKGROUND AND STUDY AIMS: The diagnostic ability of endoscopists to determine invasion depth of early gastric cancer is not favorable. We designed an artificial intelligence (AI) classifier for differentiating intramucosal and submucosal gastric cancers and examined it to establish a diagnostic method based on cooperation between AI and endoscopists. PATIENTS AND METHODS: We prepared 500 training images using cases of mainly depressed-type early gastric cancer from 250 intramucosal cancers and 250 submucosal cancers. We also prepared 200 test images each of 100 cancers from another institution. We designed an AI classifier to differentiate between intramucosal and submucosal cancers by deep learning. We examined the performance of the AI classifier and the majority vote of the endoscopists as high confidence and low confidence diagnostic probability, respectively, and cooperatively combined them to establish a diagnostic method providing high accuracy. RESULTS: Internal evaluation of the training images showed that accuracy, sensitivity, specificity, and F1 measure by the AI classifier were 77%, 76%, 78%, and 0.768, and those of the majority vote of the endoscopists were 72.6%, 53.6%, 91.6%, and 0.662, respectively. A diagnostic method based on cooperation between AI and the endoscopists showed that the respective values were 78.0%, 76.0%, 80.0%, and 0.776 for the test images. The value of F1 measure was especially higher than those by AI or the endoscopists alone. CONCLUSIONS: Cooperation between AI and endoscopists improved the diagnostic ability to determine invasion depth of early gastric cancer.",Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,Goto Atsushi,10.1007/s10120-020-01134-9,Q1,Gastric Cancer,Journal Article; Comment,"Department of Gastroenterology and Hepatology, Yamaguchi University Graduate School of Medicine, Minami-kogushi 1-1-1, Ube, Yamaguchi, 755-8505, Japan. agoto@yamaguchi-u.ac.jp.",application,high
application,36089590,2022,2022 Sep,Single nucleotide polymorphism genes and mitochondrial DNA haplogroups as biomarkers for early prediction of knee osteoarthritis structural progressors: use of supervised machine learning classifiers.,"BACKGROUND: Knee osteoarthritis is the most prevalent chronic musculoskeletal debilitating disease. Current treatments are only symptomatic, and to improve this, we need a robust prediction model to stratify patients at an early stage according to the risk of joint structure disease progression. Some genetic factors, including single nucleotide polymorphism (SNP) genes and mitochondrial (mt)DNA haplogroups/clusters, have been linked to this disease. For the first time, we aim to determine, by using machine learning, whether some SNP genes and mtDNA haplogroups/clusters alone or combined could predict early knee osteoarthritis structural progressors. METHODS: Participants (901) were first classified for the probability of being structural progressors. Genotyping included SNP genes TP63, FTO, GNL3, DUS4L, GDF5, SUPT3H, MCF2L, and TGFA; mtDNA haplogroups H, J, T, Uk, and others; and clusters HV, TJ, KU, and C-others. They were considered for prediction with major risk factors of osteoarthritis, namely, age and body mass index (BMI). Seven supervised machine learning methodologies were evaluated. The support vector machine was used to generate gender-based models. The best input combination was assessed using sensitivity and synergy analyses. Validation was performed using tenfold cross-validation and an external cohort (TASOAC). RESULTS: From 277 models, two were defined. Both used age and BMI in addition for the first one of the SNP genes TP63, DUS4L, GDF5, and FTO with an accuracy of 85.0%; the second profits from the association of mtDNA haplogroups and SNP genes FTO and SUPT3H with 82.5% accuracy. The highest impact was associated with the haplogroup H, the presence of CT alleles for rs8044769 at FTO, and the absence of AA for rs10948172 at SUPT3H. Validation accuracy with the cross-validation (about 95%) and the external cohort (90.5%, 85.7%, respectively) was excellent for both models. CONCLUSIONS: This study introduces a novel source of decision support in precision medicine in which, for the first time, two models were developed consisting of (i) age, BMI, TP63, DUS4L, GDF5, and FTO and (ii) the optimum one as it has one less variable: age, BMI, mtDNA haplogroup, FTO, and SUPT3H. Such a framework is translational and would benefit patients at risk of structural progressive knee osteoarthritis.",BMC medicine,Bonakdari Hossein,10.1136/ard.2011.149807,Q1,BMC Med,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Osteoarthritis Research Unit, University of Montreal Hospital Research Centre (CRCHUM), 900 Saint-Denis, R11.412, Montreal, QC, H2X 0A9, Canada.",application,high
discourse,33157093,2021,2021 Feb,The opportunities and challenges of machine learning in the acute care setting for precision prevention of posttraumatic stress sequelae.,"Personalized medicine is among the most exciting innovations in recent clinical research, offering the opportunity for tailored screening and management at the individual level. Biomarker-enriched clinical trials have shown increased efficiency and informativeness in cancer research due to the selective exclusion of patients unlikely to benefit. In acute stress situations, clinically significant decisions are often made in time-sensitive manners and providers may be pressed to make decisions based on abbreviated clinical assessments. Up to 30% of trauma survivors admitted to the Emergency Department (ED) will develop long-lasting posttraumatic stress psychopathologies. The long-term impact of those survivors with posttraumatic stress sequelae are significant, impacting both long-term psychological and physiological recovery. An accurate prognostic model of who will develop posttraumatic stress symptoms does not exist yet. Additionally, no scalable and cost-effective method that can be easily integrated into routine care exists, even though especially the acute care setting provides a critical window of opportunity for prevention in the so-called golden hours when preventive measures are most effective. In this review, we aim to discuss emerging machine learning (ML) applications that are promising for precisely risk stratification and targeted treatments in the acute care setting. The aim of this narrative review is to present examples of digital health innovations and to discuss the potential of these new approaches for treatment selection and prevention of posttraumatic sequelae in the acute care setting. The application of artificial intelligence-based solutions have already had great success in other areas and are rapidly approaching the field of psychological care as well. New ways of algorithm-based risk predicting, and the use of digital phenotypes provide a high potential for predicting future risk of PTSD in acute care settings and to go new steps in precision psychiatry.",Experimental neurology,Schultebraucks Katharina,10.1016/j.biopsych.2020.1005.1012,Q1,Exp Neurol,"Journal Article; Research Support, N.I.H., Extramural; Review","Department of Emergency Medicine, Columbia University Irving Medical Center, New York, NY, United States of America; Data Science Institute, Columbia University, New York, NY, United States of America. Electronic address: ks3796@cumc.columbia.edu.",discourse,high
application,38257579,2024,2024 Jan,Wearable Sensors as a Preoperative Assessment Tool: A Review.,"Surgery is a common first-line treatment for many types of disease, including cancer. Mortality rates after general elective surgery have seen significant decreases whilst postoperative complications remain a frequent occurrence. Preoperative assessment tools are used to support patient risk stratification but do not always provide a precise and accessible assessment. Wearable sensors (WS) provide an accessible alternative that offers continuous monitoring in a non-clinical setting. They have shown consistent uptake across the perioperative period but there has been no review of WS as a preoperative assessment tool. This paper reviews the developments in WS research that have application to the preoperative period. Accelerometers were consistently employed as sensors in research and were frequently combined with photoplethysmography or electrocardiography sensors. Pre-processing methods were discussed and missing data was a common theme; this was dealt with in several ways, commonly by employing an extraction threshold or using imputation techniques. Research rarely processed raw data; commercial devices that employ internal proprietary algorithms with pre-calculated heart rate and step count were most commonly employed limiting further feature extraction. A range of machine learning models were used to predict outcomes including support vector machines, random forests and regression models. No individual model clearly outperformed others. Deep learning proved successful for predicting exercise testing outcomes but only within large sample-size studies. This review outlines the challenges of WS and provides recommendations for future research to develop WS as a viable preoperative assessment tool.","Sensors (Basel, Switzerland)",Syversen Aron,10.1186/s13018-023-03898-z,Q1,Sensors (Basel),Journal Article; Review,"School of Computing, University of Leeds, Leeds LS2 9JT, UK.",application,high
application,35324447,2023,2023 Nov,CSTNet: A Dual-Branch Convolutional Neural Network for Imaging of Reactive Flows Using Chemical Species Tomography.,"Chemical species tomography (CST) has been widely used for in situ imaging of critical parameters, e.g., species concentration and temperature, in reactive flows. However, even with state-of-the-art computational algorithms, the method is limited due to the inherently ill-posed and rank-deficient tomographic data inversion and by high computational cost. These issues hinder its application for real-time flow diagnosis. To address them, we present here a novel convolutional neural network, namely CSTNet, for high-fidelity, rapid, and simultaneous imaging of species concentration and temperature using CST. CSTNet introduces a shared feature extractor that incorporates the CST measurements and sensor layout into the learning network. In addition, a dual-branch decoder with internal crosstalk, which automatically learns the naturally correlated distributions of species concentration and temperature, is proposed for image reconstructions. The proposed CSTNet is validated both with simulated datasets and with measured data from real flames in experiments using an industry-oriented sensor. Superior performance is found relative to previous approaches in terms of reconstruction accuracy and robustness to measurement noise. This is the first time, to the best of our knowledge, that a deep learning-based method for CST has been experimentally validated for simultaneous imaging of multiple critical parameters in reactive flows using a low-complexity optical sensor with a severely limited number of laser beams.",IEEE transactions on neural networks and learning systems,Jiang Yunfan,10.1109/TNNLS.2022.3157689,Q1,IEEE Trans Neural Netw Learn Syst,Journal Article,,application,high
application,42001956,2026,2026 Apr,Assessing changes in aortic motion and hemodynamics after valve-sparing aortic root surgery in Marfan syndrome using 4D bSSFP and 4D flow CMR.,"BACKGROUND: Aortic root surgery in patients with Marfan syndrome (MFS) has significantly improved survival, allowing time for distal aortic complications such as type B aortic dissection (TBAD) to emerge. The implantation of a non-compliant synthetic graft may alter aortic biomechanics and hemodynamics, potentially contributing to these late complications. This proof-of-concept study aimed to assess changes in aortic motion and flow characteristics following aortic root surgery using advanced cardiovascular magnetic resonance (CMR) techniques. METHODS: Three MFS patients (aged 26-37 years), 2 males, one female, undergoing valve-sparing aortic root surgery, were prospectively studied before and six months after surgery. All participants underwent non-contrast-enhanced 4D balanced steady-state free precession and 4D flow CMR at 3T. A deep learning-based segmentation pipeline (nnU-Net) provided segmentations utilized for calculation of aortic displacement, distensibility, regional wall shear stress (WSS) and velocity, and global pulse wave velocity (PWV). RESULTS: Postoperatively, all patients exhibited markedly decreased ascending aortic (AAo) volume. 3D distensibility (10⁻³ mmHg⁻¹) also decreased: patient 1, from 4.1 to 1.7; patient 2, from 3.4 to 1.2; and patient 3, from 2.9 to 1.5. Displacement in the AAo, especially at the sinotubular junction, was substantially reduced, consistent with the rigidity of the implanted graft. In the descending aorta (DAo), distensibility and displacement showed increases in two patients and a decrease in one. Peak systolic velocity and WSS increased in the AAo for all patients, whereas DAo values remained largely unchanged. PWV change varied between patients: decreasing slightly in patient 1, from 8.4 to 7.9m/s, but increased in patients 2 and 3 (8.0 to 8.9m/s and 6.2 to 9.8m/s, respectively. CONCLUSIONS: This study demonstrated that AAo biomechanics and hemodynamics change predictably following valve-sparing aortic root surgery in MFS, while changes in the DAo were not consistent between patients. Further research with larger sample sizes is required to identify which of these changes are linked to specific disease profiles and whether parameter combinations can indicate a predisposition to TBAD.",Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance,Bosshardt D,10.1016/j.jocmr.2026.102728,Q1,J Cardiovasc Magn Reson,Journal Article,"Radiology and Nuclear Medicine, Amsterdam University Medical Center, Amsterdam, the Netherlands; Amsterdam Cardiovascular Sciences, Amsterdam, the Netherlands; Cardiology, Amsterdam University Medical Center, Amsterdam, the Netherlands. Electronic address: d.bosshardt@amsterdamumc.nl.",application,high
evaluative,41060487,2025,2025 Oct,Evaluation of DeepSeek-R1 for Ophthalmic Diagnosis and Reasoning: A Comparison with OpenAI o1 and o3.,"BACKGROUND: DeepSeek-R1, an open-source reasoning large language model (LLM) clinically deployed in Chinese hospitals, still lacks validation in ophthalmology. AIMS: To compare DeepSeek-R1 against OpenAI's o1 and upgraded o3 models in diagnostic accuracy and reasoning capability across diverse ophthalmic conditions. METHODS: We evaluated 98 standardized case vignettes covering13 ophthalmic sub-specialties, each supplied with an expert-validated diagnostic hierarchy, differential list, and reasoning chain. Model performance was assessed with a diagnosis matrix focused on final-diagnosis (FDx) accuracy; incorrect outputs were resubmitted with key diagnostic clues (reasoning-augmented, RA prompt) to test self-correction. Reasoning capacity was quantified by the number/score of diagnostic clues retrieved per case across 13 predefined domains. RESULTS: DeepSeek-R1 achieved an 87.8% FDx accuracy, comparable to o3 (91.8%, P = .34) and higher than o1 (58.2%, P < .001). Similar trends were observed for others accuracy (global P < .001). Agreement was moderate-high between R1 and o3 (κ = 0.42-1.00), but slight with o1 (κ = 0.12-0.32). R1 and o3 identified more diagnostic clues than o1 (median count = 4 vs. 3, median score = 100 vs. 80; P < .001). RA prompts corrected 50.0%, 62.5% and 41.5% of FDx errors for R1, o3, and o1, raising FDx accuracy to 93.9%, 96.9%, and 80.6% respectively. CONCLUSIONS: DeepSeek-R1 matched o3 and outperformed o1 in diagnostic accuracy and reasoning, retrieving nearly all expert-defined clues. Its open-source nature, low cost and strong performance support its use as a practical aid for ophthalmic decision-making.",Journal of medical systems,Ming Shuai,10.2196/52784,Q1,J Med Syst,Journal Article; Comparative Study,"Henan Eye Institute, Henan Eye Hospital, Henan Provincial People's Hospital, Zhengzhou, Henan, China. ms139@zzu.edu.cn.",evaluative,high
evaluative,37578837,2023,2023 Nov,Deep learning analysis of mid-infrared microscopic imaging data for the diagnosis and classification of human lymphomas.,"The present study presents an alternative analytical workflow that combines mid-infrared (MIR) microscopic imaging and deep learning to diagnose human lymphoma and differentiate between small and large cell lymphoma. We could show that using a deep learning approach to analyze MIR hyperspectral data obtained from benign and malignant lymph node pathology results in high accuracy for correct classification, learning the distinct region of 3900 to 850 cm-1 . The accuracy is above 95% for every pair of malignant lymphoid tissue and still above 90% for the distinction between benign and malignant lymphoid tissue for binary classification. These results demonstrate that a preliminary diagnosis and subtyping of human lymphoma could be streamlined by applying a deep learning approach to analyze MIR spectroscopic data.",Journal of biophotonics,Zelger P,10.1002/jbio.202300015,Q2,J Biophotonics,Journal Article,"University Hospital of Hearing, Voice and Speech Disorders, Medical University of Innsbruck, Innsbruck, Austria.",application,high
application,38497235,2024,2024 Mar,Multivariable machine learning models for clinical prediction of subsequent hip fractures in older people using the Chinese population database.,"PURPOSE: This study aimed to develop and validate clinical prediction models using machine learning (ML) algorithms for reliable prediction of subsequent hip fractures in older individuals, who had previously sustained a first hip fracture, and facilitate early prevention and diagnosis, therefore effectively managing rapidly rising healthcare costs in China. METHODS: Data were obtained from Grade A Tertiary hospitals for older patients (age ≥ 60 years) diagnosed with hip fractures in southwest China between 1 January 2009 and 1 April 2020. The database was built by collecting clinical and administrative data from outpatients and inpatients nationwide. Data were randomly split into training (80%) and testing datasets (20%), followed by six ML-based prediction models using 19 variables for hip fracture patients within 2 years of the first fracture. RESULTS: A total of 40,237 patients with a median age of 66.0 years, who were admitted to acute-care hospitals for hip fractures, were randomly split into a training dataset (32,189 patients) and a testing dataset (8,048 patients). Our results indicated that three of our ML-based models delivered an excellent prediction of subsequent hip fracture outcomes (the area under the receiver operating characteristics curve: 0.92 (0.91-0.92), 0.92 (0·92-0·93), 0.92 (0·92-0·93)), outperforming previous prediction models based on claims and cohort data. CONCLUSIONS: Our prediction models identify Chinese older people at high risk of subsequent hip fractures with specific baseline clinical and demographic variables such as length of hospital stay. These models might guide future targeted preventative treatments.",Age and ageing,Huang Wenbo,10.1093/ageing/afae045,Q1,Age Ageing,"Journal Article; Research Support, Non-U.S. Gov't","Department of Medicine, Beijing Municipal Welfare Medical Research Institute Ltd, Beijing 102400, China.",application,high
application,36980452,2023,2023 Mar,A Model for Diagnosing Autism Patients Using Spatial and Statistical Measures Using rs-fMRI and sMRI by Adopting Graphical Neural Networks.,"This article proposes a model to diagnose autism patients using graphical neural networks. A graphical neural network relates the subjects (nodes) using the features (edges). In our model, radiomic features obtained from sMRI are used as edges, and spatial-temporal data obtained through rs-fMRI are used as nodes. The similarity between first-order and texture features from the sMRI data of subjects are derived using radiomics to construct the edges of a graph. The features from brain summaries are assembled and learned using 3DCNN to represent the features of each node of the graph. Using the structural similarities of the brain rather than phenotypic data or graph kernel functions provides better accuracy. The proposed model was applied to a standard dataset, ABIDE, and it was shown that the classification results improved with the use of both spatial (sMRI) and statistical measures (brain summaries of rs-fMRI) instead of using only medical images.","Diagnostics (Basel, Switzerland)",Manikantan Kiruthigha,10.3389/fninf.2021.802305,Q2,Diagnostics (Basel),Journal Article,"Department of Computer Science and Engineering, Sri Sivasubramaniya Nadar College of Engineering, Chennai 603110, India.",application,high
application,35212354,2022,2022 Mar,Towards routine employment of computational tools for antimicrobial resistance determination via high-throughput sequencing.,"Antimicrobial resistance (AMR) is a growing threat to public health and farming at large. In clinical and veterinary practice, timely characterization of the antibiotic susceptibility profile of bacterial infections is a crucial step in optimizing treatment. High-throughput sequencing is a promising option for clinical point-of-care and ecological surveillance, opening the opportunity to develop genotyping-based AMR determination as a possibly faster alternative to phenotypic testing. In the present work, we compare the performance of state-of-the-art methods for detection of AMR using high-throughput sequencing data from clinical settings. We consider five computational approaches based on alignment (AMRPlusPlus), deep learning (DeepARG), k-mer genomic signatures (KARGA, ResFinder) or hidden Markov models (Meta-MARC). We use an extensive collection of 585 isolates with available AMR resistance profiles determined by phenotypic tests across nine antibiotic classes. We show how the prediction landscape of AMR classifiers is highly heterogeneous, with balanced accuracy varying from 0.40 to 0.92. Although some algorithms-ResFinder, KARGA and AMRPlusPlus-exhibit overall better balanced accuracy than others, the high per-AMR-class variance and related findings suggest that: (1) all algorithms might be subject to sampling bias both in data repositories used for training and experimental/clinical settings; and (2) a portion of clinical samples might contain uncharacterized AMR genes that the algorithms-mostly trained on known AMR genes-fail to generalize upon. These results lead us to formulate practical advice for software configuration and application, and give suggestions for future study designs to further develop AMR prediction tools from proof-of-concept to bedside.",Briefings in bioinformatics,Marini Simone,10.1093/bib/bbac020,Q1,Brief Bioinform,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.","Department of Epidemiology, University of Florida, Gainesville, FL, USA.",application,high
