pmid,pub_year,stance,theme(s),mechanism,specialty,region
40972186,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,North America
40972228,2025,Caution,ethics_bias|regulation,none_or_unclear|unclear,Nursing,North America
40972375,2025,Caution,safety_clinical|regulation,misclassification|discriminative,Neurology / Neuroscience,North America
40972405,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40972429,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40972466,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
40972627,2026,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40972628,2026,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40972630,2026,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40972678,2026,Cautious Optimism,,,Surgery,Middle East / North Africa
40972797,2026,Cautious Optimism,,,Ophthalmology,South/Southeast Asia
40972982,2026,Caution,ethics_bias|regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40973022,2025,Caution,hallucination|safety_clinical,both|generative,Dentistry,Latin America / Oceania
40973108,2025,Cautious Optimism,,,Medical Education,South/Southeast Asia
40973166,2025,Cautious Optimism,,,Oncology,Western Europe
40973169,2025,Cautious Optimism,,,Surgery,North America
40973491,2026,Cautious Optimism,,,Surgery,East Asia
40973540,2025,Cautious Optimism,,,Cardiology,Western Europe
40973564,2025,Cautious Optimism,,,Pediatrics,North America
40973583,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40973585,2025,Neutral,,,Internal Medicine / Primary Care,Western Europe
40973777,2025,Cautious Optimism,,,Ophthalmology,Western Europe
40974068,2026,Alarm,other,none_or_unclear|unclear,Neurology / Neuroscience,South/Southeast Asia
40974074,2025,Cautious Optimism,,,Dentistry,North America
40974075,2025,Advocacy,,,Medical Informatics / Digital Health,Middle East / North Africa
40974258,2025,Cautious Optimism,,,Mental Health / Psychiatry,Western Europe
40974448,2025,Caution,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,South/Southeast Asia
40975012,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40975014,2026,Caution,hallucination|data_privacy|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,South/Southeast Asia
40975407,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40975653,2025,Cautious Optimism,,,Surgery,Latin America / Oceania
40975905,2025,Cautious Optimism,,,Nursing,Middle East / North Africa
40975956,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40976067,2025,Cautious Optimism,,,Nursing,South/Southeast Asia
40977370,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40977378,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,North America
40977582,2025,Neutral,,,Multidisciplinary / Other,North America
40977631,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
40977793,2025,Caution,education|hallucination,none_or_unclear|generative,Medical Education,East Asia
40978326,2025,Cautious Optimism,,,Internal Medicine / Primary Care,North America
40978518,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40978699,2025,Caution,education|ethics_bias,none_or_unclear|unclear,Medical Education,Middle East / North Africa
40978717,2025,Caution,regulation|ethics_bias,none_or_unclear|discriminative,Medical Informatics / Digital Health,Middle East / North Africa
40979137,2025,Cautious Optimism,,,Oncology,East Asia
40979436,2025,Cautious Optimism,,,Ophthalmology,East Asia
40979784,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,East Asia
40980214,2025,Cautious Optimism,,,Surgery,North America
40980855,2026,Cautious Optimism,,,Obstetrics / Gynecology,Latin America / Oceania
40981526,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40981686,2025,Cautious Optimism,,,Dermatology,North America
40981688,2025,Cautious Optimism,,,Dermatology,South/Southeast Asia
40981831,2026,Cautious Optimism,,,Medical Education,East Asia
40982758,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Neurology / Neuroscience,Western Europe
40983363,2025,Caution,hallucination|safety_clinical|data_privacy,none_or_unclear|generative,Medical Education,Western Europe
40983876,2025,Caution,hallucination|safety_clinical,confabulation|generative,Medical Informatics / Digital Health,East Asia
40983921,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40984875,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40984997,2025,Cautious Optimism,,,Cardiology,Middle East / North Africa
40985002,2025,Cautious Optimism,,,Cardiology,Western Europe
40985091,2025,Cautious Optimism,,,Surgery,Eastern Europe
40985220,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40985463,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40985833,2025,Caution,safety_clinical|hallucination,both|generative,Radiology / Diagnostic Imaging,East Asia
40985835,2025,Caution,safety_clinical|regulation|hallucination,none_or_unclear|generative,Radiology / Diagnostic Imaging,North America
40986160,2025,Cautious Optimism,,,Obstetrics / Gynecology,East Asia
40986191,2025,Neutral,,,Radiology / Diagnostic Imaging,North America
40986858,2025,Cautious Optimism,,,Oncology,Western Europe
40986888,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40987186,2026,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40987933,2026,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40988623,2025,Alarm,safety_clinical|regulation|hallucination,none_or_unclear|both,Internal Medicine / Primary Care,Sub-Saharan Africa
40988772,2025,Cautious Optimism,,,Obstetrics / Gynecology,East Asia
40989249,2025,Caution,hallucination|regulation,none_or_unclear|generative,Nursing,Western Europe
40990267,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Sub-Saharan Africa
40990570,2025,Caution,hallucination|existential,confabulation|generative,Medical Informatics / Digital Health,Western Europe
40990903,2025,Caution,education|regulation|other,none_or_unclear|unclear,Nursing,North America
40991097,2025,Cautious Optimism,,,Oncology,East Asia
40991734,2025,Caution,hallucination|safety_clinical|regulation,none_or_unclear|generative,Medical Informatics / Digital Health,East Asia
40991747,2025,Alarm,hallucination|safety_clinical|regulation,confabulation|generative,Medical Informatics / Digital Health,Middle East / North Africa
40991877,2025,Caution,ethics_bias|data_privacy|safety_clinical,none_or_unclear|generative,Oncology,North America
40991937,2025,Caution,regulation|hallucination,none_or_unclear|generative,Medical Informatics / Digital Health,Western Europe
40992126,2026,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
40992243,2026,Caution,education|regulation,none_or_unclear|unclear,Medical Education,Western Europe
40992526,2025,Cautious Optimism,,,Oncology,East Asia
40992891,2025,Cautious Optimism,,,Neurology / Neuroscience,Latin America / Oceania
40992950,2026,Alarm,hallucination|regulation,confabulation|generative,Dentistry,South/Southeast Asia
40993310,2025,Cautious Optimism,,,Oncology,East Asia
40993458,2026,Cautious Optimism,,,Pediatrics,South/Southeast Asia
40993703,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40993940,2025,Neutral,,,Radiology / Diagnostic Imaging,Western Europe
40994171,2025,Cautious Optimism,,,Nursing,North America
40994240,2025,Caution,ethics_bias,misclassification|discriminative,Medical Informatics / Digital Health,North America
40994951,2025,Cautious Optimism,,,Oncology,East Asia
40995904,2025,Caution,hallucination|safety_clinical,misclassification|generative,Ophthalmology,South/Southeast Asia
40996082,2025,Cautious Optimism,,,Cardiology,Western Europe
40996259,2026,Cautious Optimism,,,Surgery,Unknown
40996509,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40996510,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40996527,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40997070,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Neurology / Neuroscience,Middle East / North Africa
40997161,2026,Cautious Optimism,,,Oncology,North America
40997280,2026,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40997324,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Middle East / North Africa
40997490,2026,Caution,existential|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40997586,2025,Caution,hallucination|safety_clinical|regulation,none_or_unclear|generative,Medical Informatics / Digital Health,East Asia
40997754,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Latin America / Oceania
40997804,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40997956,2025,Cautious Optimism,,,Internal Medicine / Primary Care,North America
40998103,2025,Cautious Optimism,,,Dentistry,East Asia
40998104,2025,Caution,data_privacy|regulation,none_or_unclear|unclear,Dentistry,Western Europe
40998491,2025,Cautious Optimism,,,Multidisciplinary / Other,Middle East / North Africa
40998514,2025,Caution,hallucination|safety_clinical,misclassification|discriminative,Dentistry,Latin America / Oceania
40998658,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40998694,2026,Alarm,hallucination|cognitive|education,misclassification|generative,Medical Education,Middle East / North Africa
40999038,2025,Caution,safety_clinical|ethics_bias|hallucination,misclassification|generative,Medical Informatics / Digital Health,Latin America / Oceania
40999290,2025,Caution,hallucination|safety_clinical,both|generative,Obstetrics / Gynecology,East Asia
40999382,2025,Caution,hallucination|safety_clinical,misclassification|discriminative,Dentistry,Middle East / North Africa
40999489,2025,Cautious Optimism,,,Oncology,East Asia
40999511,2025,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
40999782,2025,Caution,ethics_bias|regulation|data_privacy,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
40999995,2025,Caution,safety_clinical|hallucination,misclassification|generative,Medical Informatics / Digital Health,South/Southeast Asia
41000304,2025,Cautious Optimism,,,Cardiology,Eastern Europe
41002329,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41002784,2025,Cautious Optimism,,,Multidisciplinary / Other,Middle East / North Africa
41003110,2025,Cautious Optimism,,,Pediatrics,Eastern Europe
41003353,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
41003645,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,North America
41003894,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41004181,2025,Alarm,regulation|safety_clinical,none_or_unclear|discriminative,Medical Informatics / Digital Health,North America
41004480,2025,Caution,cognitive|existential,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
41004884,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Eastern Europe
41005761,2025,Cautious Optimism,,,Dentistry,Unknown
41006084,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41006147,2025,Cautious Optimism,,,Dentistry,North America
41006257,2025,Cautious Optimism,,,Oncology,North America
41006462,2025,Cautious Optimism,,,Medical Education,Eastern Europe
41006661,2025,Caution,hallucination|safety_clinical,misclassification|generative,Ophthalmology,North America
41006683,2025,Cautious Optimism,,,Ophthalmology,North America
41006953,2026,Caution,hallucination|safety_clinical,confabulation|generative,Medical Informatics / Digital Health,Middle East / North Africa
41007204,2025,Neutral,,,Dentistry,East Asia
41007212,2025,Cautious Optimism,,,Surgery,North America
41007526,2025,Caution,safety_clinical|ethics_bias|regulation,none_or_unclear|unclear,Mental Health / Psychiatry,Latin America / Oceania
41007844,2025,Cautious Optimism,,,Oncology,Western Europe
41008386,2025,Cautious Optimism,,,Oncology,Middle East / North Africa
41008401,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41008415,2025,Caution,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,Middle East / North Africa
41008468,2025,Caution,existential|ethics_bias,none_or_unclear|both,Medical Informatics / Digital Health,Western Europe
41008680,2025,Caution,replacement|existential,none_or_unclear|discriminative,Pathology / Laboratory Medicine,Middle East / North Africa
41008719,2025,Alarm,hallucination|safety_clinical,misclassification|discriminative,Medical Informatics / Digital Health,North America
41008729,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Radiology / Diagnostic Imaging,Middle East / North Africa
41008746,2025,Cautious Optimism,,,Oncology,Middle East / North Africa
41008780,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41008847,2025,Cautious Optimism,,,Oncology,Eastern Europe
41009203,2025,Caution,safety_clinical|ethics_bias,none_or_unclear|generative,Mental Health / Psychiatry,North America
41010559,2025,Cautious Optimism,,,Surgery,Middle East / North Africa
41010621,2025,Cautious Optimism,,,Cardiology,Western Europe
41010663,2025,Cautious Optimism,,,Oncology,Eastern Europe
41010705,2025,Cautious Optimism,,,Surgery,Western Europe
41010723,2025,Cautious Optimism,,,Ophthalmology,Western Europe
41010880,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,Latin America / Oceania
41011141,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41012456,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41013444,2025,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,East Asia
41013638,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41014149,2025,Cautious Optimism,,,Oncology,North America
41014309,2025,Cautious Optimism,,,Dentistry,Unknown
41014370,2025,Caution,hallucination|safety_clinical,both|generative,Medical Informatics / Digital Health,Middle East / North Africa
41014443,2025,Cautious Optimism,,,Surgery,East Asia
41014946,2025,Cautious Optimism,,,Nursing,Middle East / North Africa
41015033,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41015158,2026,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
41015332,2026,Cautious Optimism,,,Oncology,Latin America / Oceania
41015503,2025,Caution,ethics_bias|data_privacy|existential,none_or_unclear|generative,Medical Informatics / Digital Health,Western Europe
41015667,2026,Caution,hallucination|safety_clinical,misclassification|generative,Dentistry,North America
41015710,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
41015856,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41015898,2025,Cautious Optimism,,,Pediatrics,Latin America / Oceania
41015910,2025,Alarm,existential|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
41015943,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41016197,2026,Cautious Optimism,,,Surgery,Western Europe
41017313,2025,Neutral,,,Surgery,North America
41018092,2025,Cautious Optimism,,,Oncology,East Asia
41018275,2025,Caution,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,Eastern Europe
41018552,2025,Caution,hallucination|existential,confabulation|generative,Medical Informatics / Digital Health,Middle East / North Africa
41018643,2025,Neutral,,,Medical Informatics / Digital Health,East Asia
41018948,2025,Cautious Optimism,,,Surgery,Western Europe
41019150,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41019285,2025,Caution,ethics_bias|safety_clinical|regulation,none_or_unclear|generative,Medical Informatics / Digital Health,South/Southeast Asia
41020625,2025,Neutral,,,Surgery,North America
41021121,2025,Cautious Optimism,,,Surgery,Middle East / North Africa
41021270,2025,Caution,hallucination,none_or_unclear|unclear,Medical Informatics / Digital Health,East Asia
41021280,2025,Caution,hallucination|regulation,misclassification|both,Medical Informatics / Digital Health,Middle East / North Africa
41021927,2025,Caution,safety_clinical|hallucination|regulation,both|generative,Medical Informatics / Digital Health,Sub-Saharan Africa
41021959,2026,Caution,ethics_bias|regulation|safety_clinical,none_or_unclear|discriminative,Medical Informatics / Digital Health,Unknown
41022381,2025,Cautious Optimism,,,Medical Education,East Asia
41022432,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,East Asia
41022460,2025,Caution,existential|ethics_bias,none_or_unclear|generative,Medical Informatics / Digital Health,Western Europe
41022558,2025,Cautious Optimism,,,Dentistry,North America
41022954,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
41023208,2025,Cautious Optimism,,,Oncology,East Asia
41023264,2025,Neutral,,,Radiology / Diagnostic Imaging,Eastern Europe
41023287,2025,Caution,hallucination|safety_clinical,confabulation|generative,Radiology / Diagnostic Imaging,East Asia
41023468,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
41023521,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41023674,2025,Caution,hallucination|safety_clinical,both|generative,Surgery,Middle East / North Africa
41023723,2025,Caution,regulation|safety_clinical|ethics_bias,none_or_unclear|discriminative,Medical Informatics / Digital Health,North America
41023774,2025,Cautious Optimism,,,Dermatology,Sub-Saharan Africa
41024005,2025,Alarm,safety_clinical|ethics_bias|hallucination,misclassification|generative,Medical Informatics / Digital Health,North America
41024088,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
41024759,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41025012,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41025068,2025,Cautious Optimism,,,Internal Medicine / Primary Care,South/Southeast Asia
41025216,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
41025236,2026,Cautious Optimism,,,Neurology / Neuroscience,North America
41025382,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
41026071,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
41026402,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41026559,2025,Cautious Optimism,,,Dentistry,South/Southeast Asia
41026980,2025,Cautious Optimism,,,Oncology,East Asia
41027189,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
41027290,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Eastern Europe
41027339,2025,Cautious Optimism,,,Ophthalmology,North America
41027344,2025,Cautious Optimism,,,Oncology,South/Southeast Asia
41027435,2026,Caution,existential|cognitive,none_or_unclear|unclear,Medical Education,North America
41027633,2025,Caution,ethics_bias|data_privacy|safety_clinical,none_or_unclear|unclear,Nursing,North America
41027778,2026,Cautious Optimism,,,Obstetrics / Gynecology,North America
41027791,2026,Caution,hallucination|regulation,confabulation|generative,Dentistry,North America
41028089,2025,Cautious Optimism,,,Surgery,Middle East / North Africa
41028209,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41028226,2025,Caution,hallucination|regulation,misclassification|both,Medical Informatics / Digital Health,North America
41028413,2025,Cautious Optimism,,,Mental Health / Psychiatry,North America
41028943,2026,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41029407,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
41029664,2025,Caution,education|cognitive,none_or_unclear|unclear,Nursing,East Asia
41030172,2025,Cautious Optimism,,,Pediatrics,North America
41030223,2025,Cautious Optimism,,,Medical Education,North America
41030469,2025,Cautious Optimism,,,Medical Education,Latin America / Oceania
41030649,2025,Cautious Optimism,,,Medical Education,North America
41030829,2026,Alarm,safety_clinical|hallucination,misclassification|generative,Ophthalmology,North America
41031942,2026,Neutral,,,Radiology / Diagnostic Imaging,North America
41032199,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41032683,2026,Caution,regulation|ethics_bias|replacement,misclassification|discriminative,Nursing,North America
41032724,2025,Cautious Optimism,,,Medical Education,East Asia
41032874,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
41032884,2025,Cautious Optimism,,,Medical Education,East Asia
41033239,2025,Cautious Optimism,,,Pediatrics,Western Europe
41033349,2026,Cautious Optimism,,,Medical Education,North America
41033693,2025,Caution,safety_clinical|regulation|cognitive,none_or_unclear|unclear,Medical Informatics / Digital Health,East Asia
41033763,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
41033798,2025,Alarm,hallucination|safety_clinical,confabulation|generative,Medical Informatics / Digital Health,Latin America / Oceania
41034516,2025,Neutral,,,Pathology / Laboratory Medicine,Western Europe
41035039,2025,Caution,education|cognitive|safety_clinical,none_or_unclear|unclear,Medical Education,Western Europe
41035305,2026,Cautious Optimism,,,Dentistry,East Asia
41035885,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
41035903,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41036128,2025,Cautious Optimism,,,Nursing,East Asia
41036208,2025,Cautious Optimism,,,Pediatrics,East Asia
41036300,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41036434,2025,Caution,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,East Asia
41036648,2025,Cautious Optimism,,,Medical Education,Western Europe
41036770,2025,Cautious Optimism,,,Nursing,Western Europe
41036891,2025,Caution,hallucination|safety_clinical,misclassification|generative,Dentistry,Latin America / Oceania
41037050,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41037674,2025,Cautious Optimism,,,Oncology,North America
41037747,2025,Caution,ethics_bias|safety_clinical,misclassification|discriminative,Medical Informatics / Digital Health,North America
41037756,2025,Cautious Optimism,,,Medical Education,East Asia
41037793,2026,Caution,hallucination|safety_clinical,misclassification|generative,Surgery,North America
41037977,2026,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
41037981,2026,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
41038203,2025,Cautious Optimism,,,Oncology,North America
41038377,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
41038507,2025,Cautious Optimism,,,Surgery,North America
41038704,2025,Caution,education|hallucination|cognitive,none_or_unclear|unclear,Medical Education,Unknown
41038934,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,South/Southeast Asia
41038938,2025,Cautious Optimism,,,Oncology,North America
41038984,2025,Alarm,safety_clinical|hallucination|regulation,none_or_unclear|both,Medical Informatics / Digital Health,North America
41039195,2025,Caution,regulation|other,misclassification|discriminative,Neurology / Neuroscience,Eastern Europe
41039558,2025,Caution,safety_clinical|hallucination,misclassification|generative,Emergency Medicine / Critical Care,Middle East / North Africa
41039560,2025,Caution,hallucination|education|safety_clinical,misclassification|generative,Dentistry,Middle East / North Africa
41039915,2026,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41040605,2025,Cautious Optimism,,,Dentistry,East Asia
41040620,2025,Alarm,education|hallucination,misclassification|generative,Dentistry,East Asia
41041318,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Medical Informatics / Digital Health,East Asia
41041625,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41041822,2026,Caution,ethics_bias|regulation|safety_clinical,misclassification|discriminative,Oncology,North America
41041884,2026,Cautious Optimism,,,Oncology,Middle East / North Africa
41042353,2025,Cautious Optimism,,,Surgery,East Asia
41042929,2025,Caution,data_privacy|ethics_bias,none_or_unclear|discriminative,Medical Informatics / Digital Health,Western Europe
41043135,2025,Cautious Optimism,,,Dermatology,East Asia
41043137,2025,Caution,ethics_bias|safety_clinical|hallucination,misclassification|discriminative,Pediatrics,Latin America / Oceania
41043249,2026,Caution,safety_clinical|hallucination,misclassification|both,Mental Health / Psychiatry,South/Southeast Asia
41043966,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Eastern Europe
41044347,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41044630,2025,Neutral,,,Medical Informatics / Digital Health,East Asia
41045017,2025,Cautious Optimism,,,Oncology,East Asia
41045018,2025,Caution,ethics_bias|regulation|data_privacy,none_or_unclear|unclear,Nursing,Middle East / North Africa
41045397,2026,Alarm,hallucination|safety_clinical,misclassification|both,Radiology / Diagnostic Imaging,North America
41045596,2026,Caution,hallucination,misclassification|generative,Dentistry,Middle East / North Africa
41045746,2026,Caution,ethics_bias|data_privacy|regulation,none_or_unclear|unclear,Multidisciplinary / Other,Middle East / North Africa
41047179,2025,Caution,safety_clinical|data_privacy,none_or_unclear|generative,Mental Health / Psychiatry,North America
41047321,2025,Cautious Optimism,,,Medical Education,East Asia
41047358,2025,Cautious Optimism,,,Oncology,East Asia
41047744,2025,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,East Asia
41048253,2025,Caution,safety_clinical|ethics_bias|regulation,none_or_unclear|generative,Medical Informatics / Digital Health,Unknown
41048886,2026,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41049064,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
41049275,2025,Caution,hallucination|safety_clinical,both|generative,Surgery,North America
41049443,2025,Cautious Optimism,,,Oncology,East Asia
41049602,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41049646,2025,Cautious Optimism,,,Surgery,Western Europe
41049729,2025,Cautious Optimism,,,Neurology / Neuroscience,East Asia
41049735,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
41050062,2025,Cautious Optimism,,,Oncology,Western Europe
41050333,2025,Cautious Optimism,,,Dentistry,South/Southeast Asia
41050336,2025,Caution,education,none_or_unclear|unclear,Medical Education,South/Southeast Asia
41050883,2025,Cautious Optimism,,,Oncology,Middle East / North Africa
41051537,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
41051729,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41051855,2025,Cautious Optimism,,,Medical Education,North America
41051963,2025,Caution,existential|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
41052126,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Unknown
41052265,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
41052568,2026,Cautious Optimism,,,Ophthalmology,North America
41052822,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
41053250,2025,Cautious Optimism,,,Pediatrics,Western Europe
41053447,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41053456,2026,Cautious Optimism,,,Surgery,Middle East / North Africa
41054023,2025,Alarm,hallucination|safety_clinical|replacement,misclassification|generative,Internal Medicine / Primary Care,Middle East / North Africa
41054195,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Unknown
41055064,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41055081,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41055082,2025,Neutral,,,Ophthalmology,North America
41055139,2025,Caution,hallucination|safety_clinical,misclassification|discriminative,Dentistry,North America
41055593,2025,Caution,hallucination|safety_clinical,both|generative,Medical Informatics / Digital Health,Middle East / North Africa
41055620,2026,Caution,hallucination|safety_clinical,misclassification|generative,Surgery,Middle East / North Africa
41055647,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41055652,2026,Cautious Optimism,,,Internal Medicine / Primary Care,Middle East / North Africa
41055682,2026,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,North America
41055689,2026,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
41055822,2025,Caution,ethics_bias|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,North America
41055832,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41056099,2025,Caution,ethics_bias|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,North America
41056294,2026,Cautious Optimism,,,Internal Medicine / Primary Care,Middle East / North Africa
41056572,2025,Cautious Optimism,,,Medical Education,East Asia
41056616,2025,Caution,ethics_bias|safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,North America
41056684,2025,Caution,cognitive|safety_clinical,none_or_unclear|discriminative,Neurology / Neuroscience,Latin America / Oceania
41056848,2025,Caution,ethics_bias|safety_clinical,none_or_unclear|unclear,Surgery,North America
41057043,2025,Cautious Optimism,,,Cardiology,North America
41057116,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
41057566,2025,Caution,hallucination|safety_clinical|regulation,none_or_unclear|generative,Medical Informatics / Digital Health,North America
41057716,2025,Caution,hallucination|safety_clinical,misclassification|generative,Ophthalmology,East Asia
41059182,2025,Cautious Optimism,,,Ophthalmology,East Asia
41060005,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
41060023,2025,Caution,ethics_bias|data_privacy,none_or_unclear|unclear,Multidisciplinary / Other,North America
